Time:256Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
31.7929687500,1,1.5974519253,-0.2322901189,-0.2415447533,-0.4517009556,,,
31.7968750000,1,1.4895825386,-0.2715606391,0.5414286852,-1.2205157280,,,
31.8007812500,1,1.3332983255,-0.0367775597,0.8805406690,-1.8929125071,,,
31.8046875000,1,1.1433337927,0.4281039238,0.6238067150,-1.6299470663,,,
31.8085937500,1,0.9367569685,1.0158836842,-0.0231348556,-0.5402361751,,,
31.8125000000,1,0.7317712903,1.5852687359,-0.6217907667,0.4241459072,,,
31.8164062500,1,0.5464382172,1.9993706942,-0.7649853826,0.4332012534,,,
31.8203125000,1,0.3974106014,2.1629998684,-0.3222270906,-0.3797492683,,,
31.8242187500,1,0.2987636030,2.0485365391,0.4806815386,-1.0599250793,,,
31.8281250000,1,0.2610058188,1.7032912970,1.1954897642,-0.8109729886,,,
31.8320312500,1,0.2903389633,1.2363395691,1.4186885357,0.1879262924,,,
31.8359375000,1,0.3882182837,0.7884391546,1.0320869684,0.9622786045,,,
31.8398437500,1,0.5512436628,0.4932788610,0.2727521658,0.7358890176,,,
31.8437500000,1,0.7713898420,0.4406796694,-0.4095487893,-0.2767210305,,,
31.8476562500,1,1.0365591049,0.6518352032,-0.6220299602,-1.0882753134,,,
31.8515625000,1,1.3314180374,1.0733793974,-0.2642088234,-0.9445515871,,,
31.8554687500,1,1.6384603977,1.5919079781,0.4120375812,-0.0910297558,,,
31.8593750000,1,1.9392213821,2.0649752617,0.9536400437,0.4823603034,,,
31.8632812500,1,2.2155590057,2.3600711823,0.9782092571,0.0575639755,,,
31.8671875000,1,2.4509139061,2.3908979893,0.4038151205,-1.0722422600,,,
31.8710937500,1,2.6314570904,2.1410024166,-0.5009265542,-1.8954997063,,,
31.8750000000,1,2.7470500469,1.6682907343,-1.2764689922,-1.7085216045,,,
31.8789062500,1,2.7919461727,1.0891840458,-1.5461052656,-0.8274305463,,,
31.8828125000,1,2.7651867867,0.5467607379,-1.2399986982,-0.2590274215,,,
31.8867187500,1,2.6706624031,0.1716150194,-0.6353637576,-0.6669284701,,,
31.8906250000,1,2.5168383121,0.0461575910,-0.1887711287,-1.6889377832,,,
31.8945312500,1,2.3161599636,0.1821439415,-0.2610212564,-2.3029224873,,,
31.8984375000,1,2.0841810703,0.5175863504,-0.8993573189,-1.8677287102,,,
31.9023437500,1,1.8384755850,0.9338956475,-1.8074557781,-0.7763046622,,,
31.9062500000,1,1.5974096060,1.2885531187,-2.5211985111,-0.0541555285,,,
31.9101562500,1,1.3788576126,1.4543565512,-2.6850140095,-0.3131930828,,,
31.9140625000,1,1.1989538670,1.3544832468,-2.2633595467,-1.1292462349,,,
31.9179687500,1,1.0709650517,0.9837575555,-1.5607422590,-1.4788202047,,,
31.9218750000,1,1.0043637753,0.4102931619,-1.0383222103,-0.7889799476,,,
31.9257812500,1,1.0041666031,-0.2429425269,-1.0369260311,0.4719110429,,,
31.9296875000,1,1.0705832243,-0.8315908313,-1.5723410845,1.2660349607,,,
31.9335937500,1,1.1990013123,-1.2292227745,-2.3254718781,1.0389426947,,,
31.9375000000,1,1.3803080320,-1.3617430925,-2.8332605362,0.2784936726,,,
31.9414062500,1,1.6015256643,-1.2274515629,-2.7660605907,0.0093987752,,,
31.9453125000,1,1.8467168808,-0.8972645998,-2.1253798008,0.7397780418,,,
31.9492187500,1,2.0980973244,-0.4950387180,-1.2435841560,1.9357222319,,,
31.9531250000,1,2.3372769356,-0.1633914858,-0.5857298970,2.5606484413,,,
31.9570312500,1,2.5465435982,-0.0243884437,-0.4721601903,2.1288852692,,,
31.9609375000,1,2.7101006508,-0.1458733231,-0.8879446387,1.1977747679,,,
31.9648437500,1,2.8151710033,-0.5226708055,-1.4932367802,0.7959061265,,,
31.9687500000,1,2.8528900146,-1.0778158903,-1.8283189535,1.3714392185,,,
31.9726562500,1,2.8189268112,-1.6834735870,-1.5905305147,2.3344929218,,,
31.9765625000,1,2.7137908936,-2.1958189011,-0.8172316551,2.6608879566,,,
31.9804687500,1,2.5427982807,-2.4943168163,0.1347837150,1.9406665564,,,
31.9843750000,1,2.3157060146,-2.5146381855,0.8011354208,0.8005713820,,,
31.9882812500,1,2.0460362434,-2.2661945820,0.8861542344,0.2689171433,,,
31.9921875000,1,1.7501373291,-1.8294812441,0.4382285476,0.7312422395,,,
31.9960937500,1,1.4460483789,-1.3339632750,-0.1807573736,1.5429779291,,,
32.0000000000,1,1.1522474289,-0.9225608110,-0.5135617256,1.6944266558,,,
32.0039062500,1,0.8863677979,-0.7124710679,-0.2826595008,0.8487458825,,,
32.0078125000,1,0.6639740467,-0.7630622983,0.4424775839,-0.3072727025,,,
32.0117187500,1,0.4974826872,-1.0596398115,1.2860770226,-0.7580825686,,,
32.0156250000,1,0.3953026235,-1.5175321102,1.7903878689,-0.1905711889,,,
32.0195312500,1,0.3612548411,-2.0053782463,1.6893264055,0.6912421584,,,
32.0234375000,1,0.3943127990,-2.3812303543,1.0676043034,0.8891742229,,,
32.0273437500,1,0.4886804819,-2.5315799713,0.3100612760,0.1330951750,,,
32.0312500000,1,0.6342037916,-2.4026060104,-0.1284613609,-0.8415614367,,,
32.0351562500,1,0.8170853853,-2.0150830746,0.0050750319,-1.0444368124,,,
32.0390625000,1,1.0208542347,-1.4588611126,0.6111589074,-0.2425156534,,,
32.0429687500,1,1.2275216579,-0.8684268594,1.2982815504,0.7997088432,,,
32.0468750000,1,1.4188424349,-0.3862443268,1.6185120344,1.0975100994,,,
32.0507812500,1,1.5775957108,-0.1239200383,1.3370159864,0.4470487535,,,
32.0546875000,1,1.6887927055,-0.1318330765,0.5741114020,-0.3718002141,,,
32.0585937500,1,1.7407294512,-0.3855526149,-0.2652277052,-0.3978288174,,,
32.0625000000,1,1.7258114815,-0.7927628160,-0.7322417498,0.5235068798,,,
32.0664062500,1,1.6410902739,-1.2187951803,-0.6014429331,1.5756297112,,,
32.0703125000,1,1.4884767532,-1.5237683058,-0.0039898064,1.7981158495,,,
32.0742187500,1,1.2746161222,-1.6011549234,0.6524442434,1.0611696243,,,
32.0781250000,1,1.0104317665,-1.4072023630,0.9292945862,0.1924390048,,,
32.0820312500,1,0.7103710175,-0.9731424451,0.6211179495,0.1268949211,,,
32.0859375000,1,0.3914057314,-0.3968424797,-0.1201167405,0.9480803609,,,
32.0898437500,1,0.0718557760,0.1838176847,-0.8749083281,1.7999315262,,,
32.0937500000,1,-0.2298808694,0.6285465956,-1.2064813375,1.7593328953,,,
32.0976562500,1,-0.4966039062,0.8329169750,-0.9215974212,0.7784532905,,,
32.1015625000,1,-0.7135030031,0.7568279505,-0.1857728362,-0.2653935254,,,
32.1054687500,1,-0.8691837192,0.4353539050,0.5760754347,-0.4633080363,,,
32.1093750000,1,-0.9564550519,-0.0309909973,0.9340585470,0.2006155103,,,
32.1132812500,1,-0.9728244543,-0.5039046407,0.7104775906,0.8377166390,,,
32.1171875000,1,-0.9206652045,-0.8452846408,0.0857426375,0.5678604245,,,
32.1210937500,1,-0.8070446849,-0.9551401138,-0.5103609562,-0.5754216909,,,
32.1250000000,1,-0.6432254910,-0.7990369201,-0.6569399834,-1.6722643375,,,
32.1289062500,1,-0.4438743889,-0.4175534546,-0.1951353103,-1.8486086130,,,
32.1328125000,1,-0.2260339856,0.0848443955,0.6754562855,-1.1615345478,,,
32.1367187500,1,-0.0079290727,0.5684596896,1.5148404837,-0.5339737535,,,
32.1406250000,1,0.1923092306,0.8966988325,1.9045053720,-0.8057184815,,,
32.1445312500,1,0.3579125106,0.9735766053,1.6963500977,-1.8700376749,,,
32.1484375000,1,0.4746487737,0.7701122761,1.0996505022,-2.7777640820,,,
32.1523437500,1,0.5318189859,0.3323818147,0.5540219545,-2.7027363777,,,
32.1562500000,1,0.5230069757,-0.2309822589,0.4644826949,-1.7828532457,,,
32.1601562500,1,0.4465302527,-0.7784181237,0.9572862983,-0.9779759645,,,
32.1640625000,1,0.3055605590,-1.1740708351,1.8027551174,-1.0898241997,,,
32.1679687500,1,0.1079054624,-1.3248498440,2.5513529778,-1.9447091818,,,
32.1718750000,1,-0.1345336437,-1.2057532072,2.8015515804,-2.5736117363,,,
32.1757812500,1,-0.4065892696,-0.8665192127,2.4391300678,-2.2056143284,,,
32.1796875000,1,-0.6908837557,-0.4177860022,1.7046481371,-1.0600819588,,,
32.1835937500,1,-0.9690396786,-0.0005515889,1.0487117767,-0.1284618974,,,
32.1875000000,1,-1.2229602337,0.2526908219,0.8617084026,-0.1683057398,,,
32.1914062500,1,-1.4360905886,0.2544900775,1.2398445606,-0.9365477562,,,
32.1953125000,1,-1.5945715904,-0.0133696375,1.9275805950,-1.4447369576,,,
32.1992187500,1,-1.6882067919,-0.4946520925,2.4709291458,-0.9753332138,,,
32.2031250000,1,-1.7111731768,-1.0738607645,2.4898226261,0.1789924949,,,
32.2070312500,1,-1.6624283791,-1.6076776981,1.9064575434,1.0082385540,,,
32.2109375000,1,-1.5457843542,-1.9640350342,0.9928766489,0.8112719655,,,
32.2148437500,1,-1.3696428537,-2.0581126213,0.2092773616,-0.0923888385,,,
32.2187500000,1,-1.1464112997,-1.8753982782,-0.0701601282,-0.6919057965,,,
32.2226562500,1,-0.8916397691,-1.4754920006,0.2202092558,-0.3191607893,,,
32.2265625000,1,-0.6229389310,-0.9756128192,0.7998370528,0.6684831381,,,
32.2304687500,1,-0.3587549031,-0.5183315277,1.2116976976,1.2539211512,,,
32.2343750000,1,-0.1170858890,-0.2323721796,1.0977253914,0.8010284305,,,
32.2382812500,1,0.0857693702,-0.1972284168,0.4150152802,-0.2924705446,,,
32.2421875000,1,0.2363445908,-0.4212923050,-0.5367012620,-0.9968034029,,,
32.2460937500,1,0.3249409199,-0.8394913077,-1.2927923203,-0.6964852214,,,
32.2500000000,1,0.3462990522,-1.3310812712,-1.5002863407,0.1870910525,,,
32.2539062500,1,0.2999613583,-1.7527197599,-1.1276968718,0.6323480010,,,
32.2578125000,1,0.1902990341,-1.9777553082,-0.4825057983,0.0673200414,,,
32.2617187500,1,0.0262021869,-1.9309648275,-0.0258634202,-1.0397180319,,,
32.2656250000,1,-0.1795454025,-1.6092185974,-0.0954799131,-1.6521716118,,,
32.2695312500,1,-0.4111632705,-1.0824083090,-0.7026481032,-1.2179291248,,,
32.2734375000,1,-0.6509804130,-0.4743844867,-1.5249471664,-0.2281832844,,,
32.2773437500,1,-0.8806734681,0.0708750263,-2.0990061760,0.2881836593,,,
32.2812500000,1,-1.0825507641,0.4285916984,-2.0979104042,-0.1818251163,,,
32.2851562500,1,-1.2407920361,0.5272333026,-1.5271538496,-1.1097785234,,,
32.2890625000,1,-1.3425582647,0.3679497838,-0.7217969894,-1.4650471210,,,
32.2929687500,1,-1.3788936138,0.0240733847,-0.1465274394,-0.7681862712,,,
32.2968750000,1,-1.3453564644,-0.3791786730,-0.1183190048,0.4172291756,,,
32.3007812500,1,-1.2423362732,-0.6992340684,-0.6177322865,1.0566362143,,,
32.3046875000,1,-1.0750328302,-0.8154627085,-1.3018181324,0.6963603497,,,
32.3085937500,1,-0.8531013131,-0.6624687910,-1.7108705044,-0.0786436573,,,
32.3125000000,1,-0.5899854302,-0.2482518554,-1.5452014208,-0.2484205216,,,
32.3164062500,1,-0.3019873798,0.3477433324,-0.8461853862,0.5936151743,,,
32.3203125000,1,-0.0071380837,0.9961551428,0.0268669818,1.8183702230,,,
32.3242187500,1,0.2760531306,1.5529141426,0.6101913452,2.3963282108,,,
32.3281250000,1,0.5298820734,1.8984845877,0.6116203666,1.9419236183,,,
32.3320312500,1,0.7386772633,1.9703868628,0.0839487612,1.1008069515,,,
32.3359375000,1,0.8898856044,1.7800874710,-0.6081578732,0.8847697973,,,
32.3398437500,1,0.9749410152,1.4096324444,-1.0078650713,1.6336896420,,,
32.3437500000,1,0.9898545742,0.9889455438,-0.8409041762,2.6646964550,,,
32.3476562500,1,0.9354861975,0.6600182056,-0.1808132529,2.9669525623,,,
32.3515625000,1,0.8174778223,0.5378053188,0.5942772031,2.2326560020,,,
32.3554687500,1,0.6458535194,0.6785466075,1.0274568796,1.1714814901,,,
32.3593750000,1,0.4343141317,1.0641975403,0.8562516570,0.7873609066,,,
32.3632812500,1,0.1992754042,1.6072372198,0.1696594656,1.3560738564,,,
32.3671875000,1,-0.0412825160,2.1745381355,-0.6450170279,2.1475968361,,,
32.3710937500,1,-0.2690749466,2.6237552166,-1.1337090731,2.1765952110,,,
32.3750000000,1,-0.4667932987,2.8422639370,-1.0468628407,1.2144958973,,,
32.3789062500,1,-0.6193175316,2.7779734135,-0.4880412519,0.0294383653,,,
32.3828125000,1,-0.7147757411,2.4535732269,0.1491126120,-0.3911676705,,,
32.3867187500,1,-0.7453770638,1.9603070021,0.4177853465,0.1581712365,,,
32.3906250000,1,-0.7079595327,1.4329814911,0.0868998617,0.8982207179,,,
32.3945312500,1,-0.6042152047,1.0130569935,-0.7190217376,0.8674333692,,,
32.3984375000,1,-0.4405760467,0.8099389672,-1.5928143263,-0.0900484100,,,
32.4023437500,1,-0.2277697623,0.8710745573,-2.0867950916,-1.1599324942,,,
32.4062500000,1,0.0199251845,1.1690522432,-1.9791175127,-1.3849896193,,,
32.4101562500,1,0.2856716514,1.6092374325,-1.4049079418,-0.6393665075,,,
32.4140625000,1,0.5512451530,2.0558505058,-0.7736997008,0.2448263019,,,
32.4179687500,1,0.7983018160,2.3693394661,-0.5226378441,0.3278581202,,,
32.4218750000,1,1.0096557140,2.4448018074,-0.8532591462,-0.4787017405,,,
32.4257812500,1,1.1704746485,2.2409245968,-1.6094844341,-1.3236676455,,,
32.4296875000,1,1.2693135738,1.7915091515,-2.3699052334,-1.2886270285,,,
32.4335937500,1,1.2989107370,1.1964195967,-2.6991329193,-0.3300535679,,,
32.4375000000,1,1.2566934824,0.5944344997,-2.4077308178,0.6710777283,,,
32.4414062500,1,1.1449570656,0.1254396737,-1.6651130915,0.8030396104,,,
32.4453125000,1,0.9707041383,-0.1076776907,-0.8978174925,0.0480278060,,,
32.4492187500,1,0.7451567650,-0.0669927374,-0.5340743065,-0.7062391639,,,
32.4531250000,1,0.4829743803,0.2102982104,-0.7476125360,-0.5795872808,,,
32.4570312500,1,0.2012320012,0.6223050952,-1.3541002274,0.3955238760,,,
32.4609375000,1,-0.0817688555,1.0305981636,-1.9222182035,1.3013793230,,,
32.4648437500,1,-0.3477751017,1.2983703613,-2.0328464508,1.2671185732,,,
32.4687500000,1,-0.5798530579,1.3281462193,-1.5311560631,0.3539359570,,,
32.4726562500,1,-0.7635668516,1.0887019634,-0.6206392050,-0.5104048252,,,
32.4765625000,1,-0.8879829645,0.6238149405,0.2572479844,-0.4807496667,,,
32.4804687500,1,-0.9464291930,0.0404442213,0.6857955456,0.3419177532,,,
32.4843750000,1,-0.9369571805,-0.5204204917,0.5208331943,1.0144305229,,,
32.4882812500,1,-0.8624745011,-0.9222537875,-0.0247271024,0.7166991830,,,
32.4921875000,1,-0.7305381894,-1.0702838898,-0.5101858377,-0.4074825048,,,
32.4960937500,1,-0.5528234839,-0.9373582006,-0.5327342153,-1.3928049803,,,
32.5000000000,1,-0.3443053067,-0.5712966919,0.0295967925,-1.4327600002,,,
32.5039062500,1,-0.1222092733,-0.0817186236,0.9432209134,-0.6970347762,,,
32.5078125000,1,0.0951945260,0.3900465667,1.7572841644,-0.1515102386,,,
32.5117187500,1,0.2898708284,0.7097167969,2.0721859932,-0.5649176240,,,
32.5156250000,1,0.4452823400,0.7868613601,1.7775804996,-1.7167754173,,,
32.5195312500,1,0.5475487709,0.5996647477,1.1173796654,-2.6156907082,,,
32.5234375000,1,0.5864205956,0.2008625716,0.5428535938,-2.5053524971,,,
32.5273437500,1,0.5560002327,-0.2967755198,0.4418051839,-1.6311632395,,,
32.5312500000,1,0.4551593959,-0.7514377236,0.9059890509,-0.9848609567,,,
32.5351562500,1,0.2876245379,-1.0312414169,1.6760416031,-1.2880884409,,,
32.5390625000,1,0.0617237054,-1.0505017042,2.2968976498,-2.2529911995,,,
32.5429687500,1,-0.2101872712,-0.7933568954,2.3906321526,-2.8749890327,,,
32.5468750000,1,-0.5125794411,-0.3182735145,1.8833506107,-2.4587979317,,,
32.5507812500,1,-0.8278262615,0.2578051984,1.0502616167,-1.3299587965,,,
32.5546875000,1,-1.1374257803,0.7913240790,0.3519254327,-0.5052337646,,,
32.5585937500,1,-1.4232833385,1.1512631178,0.1597033441,-0.6583479643,,,
32.5625000000,1,-1.6689655781,1.2548394203,0.5347723365,-1.4370836020,,,
32.5664062500,1,-1.8608397245,1.0899822712,1.1929928064,-1.8289039135,,,
32.5703125000,1,-1.9890158176,0.7184209228,1.6766328812,-1.2015330791,,,
32.5742187500,1,-2.0480294228,0.2585449517,1.6300942898,0.0443514809,,,
32.5781250000,1,-2.0372149944,-0.1472672820,1.0145084858,0.8770697117,,,
32.5820312500,1,-1.9607447386,-0.3718925714,0.1326785833,0.6803343892,,,
32.5859375000,1,-1.8273299932,-0.3385232985,-0.5506057143,-0.1241993904,,,
32.5898437500,1,-1.6496064663,-0.0419323295,-0.6853237748,-0.5137162805,,,
32.5937500000,1,-1.4432457685,0.4498874843,-0.2443734109,0.0858925208,,,
32.5976562500,1,-1.2258553505,1.0141603947,0.4614877105,1.2093530893,,,
32.6015625000,1,-1.0157428980,1.5067907572,0.9708282351,1.8238552809,,,
32.6054687500,1,-0.8306335211,1.8016815186,0.9487529993,1.3816971779,,,
32.6093750000,1,-0.6864258051,1.8251360655,0.3881347179,0.3788678646,,,
32.6132812500,1,-0.5960770845,1.5759130716,-0.3856370449,-0.1508219838,,,
32.6171875000,1,-0.5686927438,1.1254429817,-0.9092435241,0.3104806244,,,
32.6210937500,1,-0.6088850498,0.5981449485,-0.8588544726,1.2389835119,,,
32.6250000000,1,-0.7164450884,0.1372425407,-0.2442690134,1.6083412170,,,
32.6289062500,1,-0.8863515854,-0.1345546246,0.5964698792,0.9428578615,,,
32.6328125000,1,-1.1091146469,-0.1487245560,1.1987721920,-0.1908937544,,,
32.6367187500,1,-1.3714323044,0.0902663842,1.2487564087,-0.7562882900,,,
32.6406250000,1,-1.6571129560,0.5061892271,0.7700726986,-0.2986155748,,,
32.6445312500,1,-1.9481985569,0.9719684720,0.1084551811,0.5971789956,,,
32.6484375000,1,-2.2262129784,1.3445559740,-0.2767200768,0.9101573825,,,
32.6523437500,1,-2.4734449387,1.5042048693,-0.0890341029,0.2317722142,,,
32.6562500000,1,-2.6741800308,1.3873779774,0.6258680820,-0.8118273020,,,
32.6601562500,1,-2.8157913685,1.0042722225,1.5059399605,-1.1950078011,,,
32.6640625000,1,-2.8896167278,0.4361544847,2.0878343582,-0.5368892550,,,
32.6679687500,1,-2.8915603161,-0.1867624223,2.0826849937,0.5116108060,,,
32.6718750000,1,-2.8223738670,-0.7208406329,1.5474756956,0.9330838323,,,
32.6757812500,1,-2.6876027584,-1.0482016802,0.8494231701,0.3818711042,,,
32.6796875000,1,-2.4971964359,-1.1088367701,0.4447307289,-0.4649579525,,,
32.6835937500,1,-2.2648124695,-0.9168441296,0.6042163968,-0.6022286415,,,
32.6875000000,1,-2.0068633556,-0.5563449860,1.2501255274,0.2725535333,,,
32.6914062500,1,-1.7413704395,-0.1581995636,2.0018608570,1.4450129271,,,
32.6953125000,1,-1.4867057800,0.1360932887,2.4032654762,1.9073410034,,,
32.6992187500,1,-1.2603110075,0.2134170830,2.1953878403,1.3808321953,,,
32.7031250000,1,-1.0774812698,0.0202823114,1.4714117050,0.5935803056,,,
32.7070312500,1,-0.9502979517,-0.4222705662,0.6209930778,0.5300163627,,,
32.7109375000,1,-0.8867877126,-1.0241962671,0.0973301008,1.4188883305,,,
32.7148437500,1,-0.8903630972,-1.6508860588,0.1464281529,2.4933733940,,,
32.7187500000,1,-0.9595860243,-2.1598286629,0.6606559157,2.7685203552,,,
32.7226562500,1,-1.0882698298,-2.4394457340,1.2442601919,2.0423338413,,,
32.7265625000,1,-1.2659126520,-2.4394583702,1.4515913725,1.0984035730,,,
32.7304687500,1,-1.4784321785,-2.1844668388,1.0553750992,0.9032995701,,,
32.7343750000,1,-1.7091501951,-1.7670220137,0.1843699515,1.6184172630,,,
32.7382812500,1,-1.9399589300,-1.3220872879,-0.7520422339,2.4353911877,,,
32.7421875000,1,-2.1525871754,-0.9898963571,-1.3072158098,2.4031441212,,,
32.7460937500,1,-2.3298773766,-0.8773827553,-1.2628710270,1.4019634724,,,
32.7500000000,1,-2.4569876194,-1.0287569761,-0.7579801083,0.2698180676,,,
32.7539062500,1,-2.5224292278,-1.4132941961,-0.2037753165,-0.0482228696,,,
32.7578125000,1,-2.5188741684,-1.9336816072,-0.0358027928,0.5409395695,,,
32.7617187500,1,-2.4436693192,-2.4526369572,-0.4515178502,1.1900287867,,,
32.7656250000,1,-2.2990283966,-2.8305048943,-1.2905709743,0.9836940765,,,
32.7695312500,1,-2.0918817520,-2.9635269642,-2.1294944286,-0.1194972247,,,
32.7734375000,1,-1.8333997726,-2.8122944832,-2.5341200829,-1.2375639677,,,
32.7773437500,1,-1.5382190943,-2.4125897884,-2.3186144829,-1.4589104652,,,
32.7812500000,1,-1.2234288454,-1.8656421900,-1.6560457945,-0.7669438124,,,
32.7851562500,1,-0.9073849320,-1.3104665279,-0.9742956758,-0.0515433773,,,
32.7890625000,1,-0.6084368229,-0.8858692646,-0.6996468306,-0.1958598793,,,
32.7929687500,1,-0.3436548710,-0.6925309896,-1.0015796423,-1.1711277962,,,
32.7968750000,1,-0.1276468337,-0.7655562162,-1.6915817261,-2.0639491081,,,
32.8007812500,1,0.0284537207,-1.0650140047,-2.3365523815,-2.0082535744,,,
32.8046875000,1,0.1177563444,-1.4870594740,-2.5188877583,-1.0702662468,,,
32.8085937500,1,0.1380869150,-1.8925862312,-2.0875012875,-0.1827516556,,,
32.8125000000,1,0.0921317190,-2.1455562115,-1.2494564056,-0.1956039518,,,
32.8164062500,1,-0.0127574829,-2.1504988670,-0.4473199844,-1.0121607780,,,
32.8203125000,1,-0.1650837660,-1.8789012432,-0.0956460014,-1.6930440664,,,
32.8242187500,1,-0.3500144780,-1.3772534132,-0.3343388438,-1.4212889671,,,
32.8281250000,1,-0.5504233837,-0.7545428276,-0.9465416670,-0.3429793715,,,
32.8320312500,1,-0.7480925918,-0.1526224315,-1.4901787043,0.5752831697,,,
32.8359375000,1,-0.9249908328,0.2924284339,-1.5643540621,0.5267820954,,,
32.8398437500,1,-1.0645385981,0.4873623252,-1.0510623455,-0.3179392517,,,
32.8437500000,1,-1.1527719498,0.4070871770,-0.1874477416,-0.9911617041,,,
32.8476562500,1,-1.1793241501,0.1013164446,0.5746854544,-0.7214120030,,,
32.8515625000,1,-1.1381559372,-0.3192745745,0.8380249739,0.2744249403,,,
32.8554687500,1,-1.0279842615,-0.7135901451,0.4964340627,1.0093456507,,,
32.8593750000,1,-0.8523793817,-0.9489809275,-0.2025242448,0.7320851088,,,
32.8632812500,1,-0.6195231080,-0.9377821088,-0.8066389561,-0.3064750135,,,
32.8671875000,1,-0.3416454494,-0.6615071893,-0.9304149747,-1.1089462042,,,
32.8710937500,1,-0.0341787376,-0.1760655195,-0.4862552583,-0.9480860829,,,
32.8750000000,1,0.2853114009,0.4034284055,0.2629691064,-0.1063600257,,,
32.8789062500,1,0.5983444452,0.9340910912,0.8614398837,0.4166919589,,,
32.8828125000,1,0.8868071437,1.2843370438,0.9336830378,-0.0696967691,,,
32.8867187500,1,1.1342101097,1.3698710203,0.4099861085,-1.2362074852,,,
32.8906250000,1,1.3268320560,1.1767401695,-0.4310427606,-2.0632462502,,,
32.8945312500,1,1.4546700716,0.7651307583,-1.1282745600,-1.8753248453,,,
32.8984375000,1,1.5121322870,0.2528665960,-1.3129653931,-1.0239925385,,,
32.9023437500,1,1.4984217882,-0.2168660164,-0.9281914234,-0.5221854448,,,
32.9062500000,1,1.4175879955,-0.5147228837,-0.2614525259,-1.0036343336,,,
32.9101562500,1,1.2782384157,-0.5605911613,0.2290452421,-2.0701804161,,,
32.9140625000,1,1.0929348469,-0.3454646766,0.1903792322,-2.6937069893,,,
32.9179687500,1,0.8773124814,0.0661889017,-0.4121147394,-2.2624266148,,,
32.9218750000,1,0.6489865184,0.5542171001,-1.2724388838,-1.2032279968,,,
32.9257812500,1,0.4263194203,0.9758511186,-1.9255515337,-0.5446619391,,,
32.9296875000,1,0.2271378338,1.2049891949,-2.0242948532,-0.8668743372,,,
32.9335937500,1,0.0674862489,1.1669270992,-1.5458523035,-1.7107805014,,,
32.9375000000,1,-0.0394943208,0.8590158224,-0.8041464090,-2.0497601032,,,
32.9414062500,1,-0.0844848678,0.3515818715,-0.2607825100,-1.3420978785,,,
32.9453125000,1,-0.0626401380,-0.2311421335,-0.2477615625,-0.0893112272,,,
32.9492187500,1,0.0260719620,-0.7448539734,-0.7680104375,0.6699566245,,,
32.9531250000,1,0.1768670231,-1.0645128489,-1.4931811094,0.4138735533,,,
32.9570312500,1,0.3804768920,-1.1183874607,-1.9600462914,-0.3368251026,,,
32.9609375000,1,0.6237956285,-0.9074932933,-1.8479042053,-0.5578928590,,,
32.9648437500,1,0.8907932043,-0.5050912499,-1.1708930731,0.2252821177,,,
32.9687500000,1,1.1636338234,-0.0363904014,-0.2700606287,1.4461327791,,,
32.9726562500,1,1.4239199162,0.3559826612,0.3900717497,2.0691604614,,,
32.9765625000,1,1.6539765596,0.5512807369,0.4986564219,1.6418367624,,,
32.9804687500,1,1.8380848169,0.4839273691,0.0834511295,0.7521839142,,,
32.9843750000,1,1.9635801315,0.1616765410,-0.5071715713,0.4249262810,,,
32.9882812500,1,2.0217370987,-0.3363379240,-0.8143376708,1.0729538202,,,
32.9921875000,1,2.0083799362,-0.8811308146,-0.5450710058,2.0748958588,,,
32.9960937500,1,1.9241772890,-1.3290724754,0.2505525649,2.4101905823,,,
33.0000000000,1,1.7745981216,-1.5611274242,1.2076021433,1.7031085491,,,
33.0039062500,1,1.5695334673,-1.5153704882,1.8629938364,0.6095330715,,,
33.0078125000,1,1.3226108551,-1.2038710117,1.9309793711,0.1514043808,,,
33.0117187500,1,1.0502474308,-0.7093181014,1.4725071192,0.6783090830,,,
33.0156250000,1,0.7705098391,-0.1623123437,0.8570809364,1.5164045095,,,
33.0195312500,1,0.5018586516,0.2944514155,0.5399894118,1.6629592180,,,
33.0234375000,1,0.2618659437,0.5452938080,0.7883207798,0.8170248270,,,
33.0273437500,1,0.0659948289,0.5332342386,1.5198436975,-0.3065012395,,,
33.0312500000,1,-0.0734733939,0.2755642831,2.3512487411,-0.7003863454,,,
33.0351562500,1,-0.1482902020,-0.1409565508,2.8268852234,-0.0875676647,,,
33.0390625000,1,-0.1548092961,-0.5839655995,2.6910505295,0.8012685180,,,
33.0429687500,1,-0.0942349583,-0.9118807316,2.0408043861,0.9782868028,,,
33.0468750000,1,0.0274680629,-1.0128309727,1.2678148746,0.2106286585,,,
33.0507812500,1,0.1999968141,-0.8354626298,0.8240559101,-0.7396107912,,,
33.0546875000,1,0.4094350040,-0.4031764567,0.9516437650,-0.8926929235,,,
33.0585937500,1,0.6392301321,0.1921062768,1.5385637283,-0.0521045960,,,
33.0625000000,1,0.8713542819,0.8149436116,2.1866586208,0.9930813313,,,
33.0664062500,1,1.0875682831,1.3232873678,2.4511508942,1.2710614204,,,
33.0703125000,1,1.2707005739,1.6071975231,2.1082568169,0.6156332493,,,
33.0742187500,1,1.4058512449,1.6187475920,1.2906295061,-0.1690950543,,,
33.0781250000,1,1.4814387560,1.3849277496,0.4095025063,-0.1356256455,,,
33.0820312500,1,1.4900140762,1.0000096560,-0.0898828506,0.8330186605,,,
